pincode,area,district,state,lat,lon
136130,Ajrana Kalan B.O,Kurukshetra,Haryana,29.97322,76.83035
136131,Bodla B.O,Kurukshetra,Haryana,29.97322,76.83035
136132,Barout B.O,Kurukshetra,Haryana,29.98784,77.04042
136134,Mohri S.O,Kurukshetra,Haryana,29.9695,76.8782
136135,Kharindwa B.O,Kurukshetra,Haryana,29.97322,76.83035
136136,Mandheri B.O,Kurukshetra,Haryana,30.16652,76.7096
136156,Bhagwanpur B.O,Kurukshetra,Haryana,30.07989,76.94661
140001,Ropar HO,Rupnagar,Punjab,30.89578,75.82084
140101,Bhamnara BO,Rupnagar,Punjab,30.70864,76.66562
140102,Samana Kalan BO,Rupnagar,Punjab,30.90898,76.42692
140103,Allahpur BO,S.A.S Nagar,Punjab,30.89544,76.39145
140108,Purkhali BO,Rupnagar,Punjab,30.71707,76.68426
140109,Kubaheri BO,S.A.S Nagar,Punjab,30.9234,76.51471
140110,Hoshiarpur Taqipur BO,S.A.S Nagar,Punjab,30.71746,76.69241
140111,Bazidpur BO,Rupnagar,Punjab,30.81391,76.53615
140112,Katlaur BO,Rupnagar,Punjab,31.13594,76.22586
140113,Lodhi Majra BO,Rupnagar,Punjab,30.79162,76.45621
140114,Bharatgarh Canal Colony BO,Rupnagar,Punjab,31.01075,76.45075
140115,Kiratpur Sahib SO,Rupnagar,Punjab,30.78626,76.57793
140116,Jhinjari BO,Rupnagar,Punjab,31.04794,76.43278
140117,Jatauli BO,Rupnagar,Punjab,30.99181,76.38486
140118,Agampur BO,Rupnagar,Punjab,30.96415,76.59764
140119,Bajrur BO,Rupnagar,Punjab,30.75426,76.67187
140123,Mangewal BO,Rupnagar,Punjab,31.06805,76.41001
140124,Nangal Nikku BO,Rupnagar,Punjab,30.86766,76.61679
140125,Bandelhari BO,Rupnagar,Punjab,30.82529,76.63507
140126,Mojowal BO,Rupnagar,Punjab,31.04967,76.36929
140127,Bhallan B.O,Rupnagar,Punjab,30.96661,75.89029
140128,Katta Sabour B.O,Rupnagar,Punjab,30.92085,76.42601
140133,Kalitran BO,Rupnagar,Punjab,31.02207,76.38002
140201,Mubarakpur SO Patiala,S.A.S Nagar,Punjab,30.69205,76.69841
140301,Palheri BO,S.A.S Nagar,Punjab,30.96661,76.40836
140306,Manauli SO,S.A.S Nagar,Punjab,30.71828,76.56362
140307,Chudiala Sudan BO,S.A.S Nagar,Punjab,30.93267,76.40818
140308,Kumbra BO,S.A.S Nagar,Punjab,30.69028,76.69609
140401,Rajpura HO,Patiala,Punjab,30.48604,76.59257
140402,Chamaru BO,Patiala,Punjab,29.97748,76.64914
140405,Bhamarsibuland BO,Fatehgarh Sahib,Punjab,30.57867,76.33976
140406,Harlalpur BO,Fatehgarh Sahib,Punjab,29.59008,76.19028
140407,Fatehgarh Sahib SO,Fatehgarh Sahib,Punjab,30.64807,76.39263
140408,Balhari Kalan BO,Fatehgarh Sahib,Punjab,30.64207,76.51297
140412,Badwala BO,Fatehgarh Sahib,Punjab,30.77492,76.50382
140413,Bassian Brahman BO,S.A.S Nagar,Punjab,30.93456,76.40304
140417,Sandharsi BO,Patiala,Punjab,29.9706,77.146
140501,Handesera BO,S.A.S Nagar,Punjab,30.68036,76.7063
140506,Dappar BO,S.A.S Nagar,Punjab,30.66035,76.72004
140507,Kuranwala BO,S.A.S Nagar,Punjab,30.64567,76.73398
140601,Jhansla BO,Patiala,Punjab,30.5548,76.74935
140602,Buras BO,Fatehgarh Sahib,Punjab,30.61359,76.64601
140603,Dayalpur Sodhian BO,S.A.S Nagar,Punjab,30.68253,76.72905
140604,Baltana SO,S.A.S Nagar,Punjab,30.67033,76.83206
140701,Harpalpur BO,Patiala,Punjab,30.31344,76.65594
140702,Marru BO,Patiala,Punjab,30.29659,76.53408
140802,Amrala BO,Fatehgarh Sahib,Punjab,30.78666,76.39265
140901,Mullanpur SO,S.A.S Nagar,Punjab,30.76875,76.7073
141001,Ludhiana HO,Ludhiana,Punjab,30.90816,75.82768
141002,Model Town Ludhiana SO,Ludhiana,Punjab,30.86822,75.75667
141003,Shimlapuri SO,Ludhiana,Punjab,30.8849,75.86017
141004,PAU SO,Ludhiana,Punjab,30.90239,75.81469
141006,Gne College SO,Ludhiana,Punjab,30.85892,75.86164
141007,Boothgarh BO,Ludhiana,Punjab,30.96352,75.91629
141008,Guru Arjan Dev Nagar SO,Ludhiana,Punjab,30.90141,75.80636
141010,Jamalpur Awana SO,Ludhiana,Punjab,30.89453,75.90028
141011,Nodal Delivery Centre Ludhiana,Ludhiana,Punjab,30.9026,75.8377
141012,New Rajguru Nagar BO,Ludhiana,Punjab,30.87913,75.78543
141013,Basant Avenue SO,Ludhiana,Punjab,30.86605,75.8236
141014,Daba Road SO,Ludhiana,Punjab,30.86891,75.90107
141015,Karyana Kalan BO,Ludhiana,Punjab,30.92761,75.92475
141016,Lohora SO,Ludhiana,Punjab,30.848,75.8905
141101,Dhatt BO,Ludhiana,Punjab,30.64747,75.76401
141102,Gahaur BO,Ludhiana,Punjab,30.38782,76.00611
141103,Mohie SO,Ludhiana,Punjab,30.80048,75.70465
141104,Ghuman BO,Ludhiana,Punjab,31.35132,75.30597
141105,Sahauli BO,Ludhiana,Punjab,30.75226,75.68308
141106,Halwara Aerodrome SO,Ludhiana,Punjab,30.76429,75.65141
141107,Attiana BO,Ludhiana,Punjab,29.95112,75.32216
141108,Leel BO,Ludhiana,Punjab,30.73819,75.67855
141109,Bhaini Baringa BO,Ludhiana,Punjab,29.73167,76.80542
141110,Bhatta Dhahan BO,Ludhiana,Punjab,30.28971,75.65397
141112,Budhewal BO,Ludhiana,Punjab,30.94049,75.95781
141113,Kot Gangu Rai BO,Ludhiana,Punjab,27.48879,76.447
141114,Bondli BO,Ludhiana,Punjab,30.36586,76.87274
141115,Hambowal BO,Ludhiana,Punjab,30.97366,76.08989
141116,Jassowal BO,Ludhiana,Punjab,30.87894,75.63025
141117,Kalahar BO,Ludhiana,Punjab,30.45263,76.06919
141118,Lehra BO,Ludhiana,Punjab,29.17353,78.04373
141119,Ramgarh Sardaran BO,Ludhiana,Punjab,30.35636,76.13842
141120,Tibba BO,Ludhiana,Punjab,30.92965,75.88474
141121,Chhourian BO,Ludhiana,Punjab,29.33093,79.02665
141122,Sangowal BO,Ludhiana,Punjab,30.62783,75.55292
141123,Sahibana BO,Ludhiana,Punjab,30.8696,75.82185
141125,Sihala BO,Ludhiana,Punjab,27.45962,76.0698
141126,Panjeta BO,Ludhiana,Punjab,30.88577,76.01004
141127,Chhounta BO,Ludhiana,Punjab,27.72046,77.84782
141201,Kila Raipur SO,Ludhiana,Punjab,30.76236,75.82131
141202,Chaminda BO,Ludhiana,Punjab,30.75139,75.74606
141203,Mehma Singh Wala BO,Ludhiana,Punjab,30.72633,76.12809
141204,Chhapar BO,Ludhiana,Punjab,30.15363,75.86242
141205,Rachhine BO,Ludhiana,Punjab,29.8855,77.25921
141206,Khanpur BO,Ludhiana,Punjab,30.48092,75.1921
141401,Khanna HO,Ludhiana,Punjab,30.67776,76.25201
141411,Hargana BO,Fatehgarh Sahib,Punjab,30.72826,76.31068
141412,Ghungrali Rajputan BO,Ludhiana,Punjab,29.12502,77.1682
141413,Dhamote SO,Ludhiana,Punjab,31.00014,75.3429
141414,Rajewal BO,Ludhiana,Punjab,30.66931,76.11054
141415,Bharthala Randhawa BO,Ludhiana,Punjab,30.60276,76.0646
141416,Barmalipur BO,Ludhiana,Punjab,30.73241,76.0447
141417,Lalori Kalan BO,Ludhiana,Punjab,29.52793,77.63529
141418,Kubba BO,Ludhiana,Punjab,31.02419,75.84082
141419,Ghudani Kalan SO,Ludhiana,Punjab,30.72526,75.96268
141421,Doburji BO,Ludhiana,Punjab,29.81881,76.65887
141422,Raqba BO,Ludhiana,Punjab,30.80859,75.65717
141801,Chari BO,Fatehgarh Sahib,Punjab,30.83949,76.29556
142001,Moga HO,Moga,Punjab,30.81466,75.17121
142002,Chand Nau BO,Moga,Punjab,30.82109,75.16274
142003,Dhalleke BO,Moga,Punjab,30.87341,75.12824
142011,Dala SO,Moga,Punjab,30.77229,75.27855
142021,Pamali BO,Ludhiana,Punjab,30.84132,75.74457
142022,Dev Nagar BO,Ludhiana,Punjab,28.41521,76.22234
142023,Jassowal Kalan BO,Ludhiana,Punjab,30.85963,75.54044
142024,Barsal BO,Ludhiana,Punjab,28.53986,75.81074
142025,Bhundri BO,Ludhiana,Punjab,29.58678,75.5045
142026,Jagraon HO,Ludhiana,Punjab,30.80115,75.47518
142027,Ayali Kalan SO,Ludhiana,Punjab,30.91027,75.74967
142029,Dhaipai BO,Ludhiana,Punjab,30.79565,75.75649
142030,Roomi BO,Ludhiana,Punjab,30.67331,79.8859
142031,Hathur SO,Ludhiana,Punjab,30.62114,75.43924
142032,Nathowal BO,Ludhiana,Punjab,30.63272,75.50917
142033,Gidderwindi BO,Ludhiana,Punjab,29.01664,76.99173
142034,Manuke SO,Ludhiana,Punjab,30.75565,75.56154
142035,Rasulpur BO,Ludhiana,Punjab,29.13738,79.03092
142036,Nanaksar BO,Ludhiana,Punjab,30.86418,75.35329
142037,Bir Raoke BO,Moga,Punjab,30.71752,75.26415
142038,Budh Singh Wala BO,Moga,Punjab,30.64838,74.97755
142039,Bhagike BO,Moga,Punjab,30.75708,75.23087
142040,Mallianwala BO,Moga,Punjab,30.90139,75.05562
142041,Kokri Wehniwal BO,Moga,Punjab,30.91262,75.02045
142042,Kaila BO,Moga,Punjab,30.93154,75.2288
142043,Fateh Garh Panjtoor BO,Moga,Punjab,30.88759,75.16679
142044,Pir Mohamad BO,Firozepur,Punjab,31.10076,74.95094
142045,Kishan Garh BO,Moga,Punjab,30.6752,75.14396
142046,Khai BO,Moga,Punjab,30.56905,75.22457
142047,Dhandian BO,Firozepur,Punjab,30.9544,74.95745
142048,Dadahur BO,Moga,Punjab,30.8053,74.9143
142049,Lande BO,Moga,Punjab,30.71344,75.09659
142050,Kassoana BO,Firozepur,Punjab,30.89874,74.7989
142052,Machhi Bugra BO,Firozepur,Punjab,30.8138,75.10806
142053,Ajitwal BO,Moga,Punjab,30.80263,75.23226
142054,Kokri Heron BO,Moga,Punjab,30.84539,75.2981
142055,Saidoke BO,Moga,Punjab,30.57369,75.2846
142056,Gholia Khurd SO,Moga,Punjab,30.70139,75.184
142057,Maur Nau Abad BO,Moga,Punjab,30.57389,75.31316
142058,Chak Kannian Kalan BO,Moga,Punjab,30.86374,75.2878
142060,Gill BO,Firozepur,Punjab,30.87835,74.61994
143001,Amritsar GPO,Amritsar,Punjab,31.63911,74.87686
143002,Khalsa College SO,Amritsar,Punjab,31.628,74.84
143004,Nodal Delivery Centre Amritsar,Amritsar,Punjab,31.63856,74.88256
143005,Guru Nanak Dev University SO,Amritsar,Punjab,31.63,74.83
143006,Gandhi Bazar SO Amritsar,Amritsar,Punjab,31.61946,74.87827
143008,Dist Jail BO,Amritsar,Punjab,31.68667,74.925
143009,Bohru BO,Amritsar,Punjab,31.574,74.832
143022,Rataul BO,Amritsar,Punjab,31.57444,74.90556
143101,Bagga BO,Amritsar,Punjab,31.71854,74.82657
143102,Dhariwal Kaler BO,Amritsar,Punjab,31.82737,74.7498
143103,Kamalpur BO,Amritsar,Punjab,31.78667,74.85167
143105,Basarke Gillan BO,Amritsar,Punjab,31.61462,74.79
143107,Ladhewal BO,Amritsar,Punjab,31.6078,74.70727
143108,Mohawa BO,Amritsar,Punjab,31.6375,74.65917
143109,Saurian BO,Amritsar,Punjab,31.79779,74.782
143111,Bhorchi Rajputana BO,Amritsar,Punjab,31.5548,75.16909
143112,Uppal BO,Amritsar,Punjab,31.505,75.194
143113,Nangal Dial Singh BO,Amritsar,Punjab,31.62319,75.01414
143114,Mehta BO,Amritsar,Punjab,31.674,75.233
143115,Dharar BO,Amritsar,Punjab,31.51444,75.09667
143116,Kot Khera BO,Amritsar,Punjab,31.637,75.085
143117,Bharowal BO,Tarn Taran,Punjab,31.44844,75.01203
143118,Vairowal SO,Tarn Taran,Punjab,31.4514,75.11286
143119,Uddoke BO,Amritsar,Punjab,31.69604,75.08791
143149,Tangra BO,Amritsar,Punjab,31.56667,75.08111
143201,Bhalojla BO,Amritsar,Punjab,31.51023,75.26742
143202,Bhalaipur Purban BO,Amritsar,Punjab,31.58605,75.21483
143203,Jamalpur BO,Amritsar,Punjab,31.60071,75.3075
143204,Bal Sarai BO,Amritsar,Punjab,31.55667,75.32333
143205,Ghagar Bhana BO,Amritsar,Punjab,31.5925,75.2875
143301,Kot Dharam Chand Kalan BO,Tarn Taran,Punjab,31.47714,74.79714
143302,Musse BO,Tarn Taran,Punjab,31.42425,74.82444
143303,Bainka BO,Tarn Taran,Punjab,31.34648,74.6969
143304,Bhai Ladhu BO,Tarn Taran,Punjab,31.30616,74.75987
143305,Basarke BO,Tarn Taran,Punjab,31.38678,74.60091
143401,Tarn Taran HO,Tarn Taran,Punjab,31.45776,74.91861
143402,Manochahal BO,Tarn Taran,Punjab,31.46004,74.91748
143406,Pakhoke BO,Tarn Taran,Punjab,31.48143,74.98571
143407,Behal BO,Tarn Taran,Punjab,31.33,75.21083
143408,Dhundhai Wala BO,Tarn Taran,Punjab,31.29296,74.98643
143409,Warrian BO,Tarn Taran,Punjab,31.7917,75.13414
143410,Sohawa BO,Tarn Taran,Punjab,31.31245,74.91629
143411,Lalpura BO,Tarn Taran,Punjab,31.37563,74.97565
143412,Ratta Gudda BO,Tarn Taran,Punjab,31.20667,74.92167
143413,Manawala Khurd BO,Amritsar,Punjab,31.47667,74.31667
143414,Naushhra Dhalla BO,Tarn Taran,Punjab,31.50258,74.682
143415,Jaura BO,Tarn Taran,Punjab,31.34297,74.8648
143416,Bahmniwala BO,Tarn Taran,Punjab,31.2825,74.79501
143419,Amarkot BO,Tarn Taran,Punjab,31.20723,74.59983
143422,Dhunda BO,Tarn Taran,Punjab,31.3475,75.1225
143501,Vallah BO,Amritsar,Punjab,31.66333,74.95667
143502,Jethuwal BO,Amritsar,Punjab,31.72605,75.03
143504,Bhilowal BO,Amritsar,Punjab,31.76661,74.98857
143505,Batala HO,Gurdaspur,Punjab,31.81737,75.20327
143506,Massania BO,Gurdaspur,Punjab,31.76617,75.24132
143507,Hardo Jhande BO,Gurdaspur,Punjab,31.81478,75.12965
143511,Athwal BO,Gurdaspur,Punjab,31.91611,75.16777
143512,Kalanaur SO Gurdaspur,Gurdaspur,Punjab,31.85714,75.16429
143513,Bhole Ke BO,Gurdaspur,Punjab,31.89776,75.08663
143514,Padhe BO,Gurdaspur,Punjab,31.67824,75.33994
143515,Cheema Khudi BO,Gurdaspur,Punjab,31.68015,75.44199
143516,Dhandal BO,Gurdaspur,Punjab,31.80286,75.38571
143517,Bhattian SO,Gurdaspur,Punjab,31.85714,75.50143
143518,Dehriwal BO,Gurdaspur,Punjab,31.79064,75.28454
143519,Kaler Kalan BO,Gurdaspur,Punjab,31.95825,75.30071
143520,Sohal SO,Gurdaspur,Punjab,32.01851,75.32281
143521,Gurdaspur HO,Gurdaspur,Punjab,32.04327,75.39888
143525,Jhabkra BO,Gurdaspur,Punjab,32.09302,75.3362
143526,Magar Mudian BO,Gurdaspur,Punjab,32.08315,75.31167
143527,Bharath BO,Gurdaspur,Punjab,31.77813,75.46199
143528,Kala Bala e BO,Gurdaspur,Punjab,31.8088,75.41528
143529,Babri BO,Gurdaspur,Punjab,31.96268,75.38945
143530,Khojepur BO,Gurdaspur,Punjab,32.01479,75.46708
143531,Bhatoya BO,Gurdaspur,Punjab,32.061,75.474
143532,Bharath BO,Gurdaspur,Punjab,31.81,75.40629
143533,Gharota SO,Pathankot,Punjab,32.1175,75.5675
143534,Taragarh Gurdaspur SO,Pathankot,Punjab,32.16134,75.43412
143601,Budha Theh BO,Amritsar,Punjab,31.76375,74.97375
143602,Hardorwal BO,Gurdaspur,Punjab,31.86778,74.99
143603,Dahoorian BO,Amritsar,Punjab,31.884,74.84871
143604,Khushalpur BO,Gurdaspur,Punjab,31.96828,75.06902
143605,Dharowali BO,Gurdaspur,Punjab,31.932,75.088
143606,Madhu Chhanga BO,Amritsar,Punjab,31.788,74.8
144001,Jalandhar City HO,Jalandhar,Punjab,31.32835,75.54531
144002,Dhaliwal BO,Jalandhar,Punjab,31.32642,75.53968
144003,Tower Town Colony SO,Jalandhar,Punjab,31.30583,75.56475
144005,Jalandhar Cantt HO,Jalandhar,Punjab,31.30326,75.61538
144006,BSF Campus SO,Jalandhar,Punjab,31.31276,75.60825
144007,Ladhewali SO,Jalandhar,Punjab,31.32594,75.6271
144008,Lidhran BO,Jalandhar,Punjab,31.3391,75.58394
144009,Regional Campus GNDU SO,Jalandhar,Punjab,31.33374,75.62298
144010,Dhanowali SO,Jalandhar,Punjab,31.30375,75.6447
144020,Jamsher SO,Jalandhar,Punjab,31.23896,75.62315
144021,Nagra SO Jalandhar,Jalandhar,Punjab,31.35429,75.54641
144022,Urban Estate SO Jalandhar,Jalandhar,Punjab,31.29793,75.59466
144023,Dakoha SO,Jalandhar,Punjab,31.31436,75.64032
144024,Khusropur BO,Jalandhar,Punjab,31.26072,75.66269
144025,Hazara BO,Jalandhar,Punjab,31.38314,75.63874
144026,Khambra BO,Jalandhar,Punjab,31.3397,75.60695
144027,REC Jalandhar SO,Jalandhar,Punjab,31.39835,75.53156
144028,Chitti SO,Jalandhar,Punjab,31.29405,75.54588
144029,Sheikhupur BO,Jalandhar,Punjab,31.08528,75.91666
144030,Padhiana SO,Jalandhar,Punjab,31.41076,75.80492
144031,RURKA KALAN SO,Jalandhar,Punjab,31.72345,75.4214
144032,Daduwal BO,Jalandhar,Punjab,31.20103,75.70695
144033,Chak Vendal BO,Jalandhar,Punjab,31.46814,75.07164
144034,Pabwan BO,Jalandhar,Punjab,31.26373,75.75927
144035,Kang Arryan BO,Jalandhar,Punjab,31.37264,75.78799
144036,Mowai BO,Jalandhar,Punjab,31.27974,75.77683
144037,Nagra BO,Jalandhar,Punjab,31.23724,75.72716
144039,Chuheki BO,Jalandhar,Punjab,31.2934,75.58624
144040,Bhullar BO,Jalandhar,Punjab,31.16815,75.4955
144041,Akbarpur Kalan BO,Jalandhar,Punjab,31.32501,75.68011
144042,Chak Kalan BO,Jalandhar,Punjab,31.43183,75.7374
144043,Tahli BO,Jalandhar,Punjab,31.3714,75.7027
144044,SIDHWAN R S SO,Jalandhar,Punjab,31.39445,75.69598
144101,Kotli Than Singh BO,Jalandhar,Punjab,31.34076,75.67163
144102,Chuharwali BO,Jalandhar,Punjab,31.39112,75.28881
144103,Kandola BO,Jalandhar,Punjab,31.42502,75.75058
144104,Daroli Kalan SO,Jalandhar,Punjab,31.40474,75.75541
144105,Dadupur Garoa BO,Hoshiarpur,Punjab,31.23208,75.46076
144106,Jalbhe BO,Jalandhar,Punjab,31.47168,75.76057
144201,Binpalke BO,Jalandhar,Punjab,31.34005,75.58073
144202,Jalalpur BO,Hoshiarpur,Punjab,31.42093,75.11233
144204,Kurala Kalan BO,Hoshiarpur,Punjab,31.40101,75.34886
144205,Dasuya HO,Hoshiarpur,Punjab,31.81527,75.65537
144206,Dholbaha SO,Hoshiarpur,Punjab,31.41834,75.52451
144207,Chathial Khurd BO,Hoshiarpur,Punjab,31.75459,75.68105
144208,Sataur BO,Hoshiarpur,Punjab,30.99365,75.46316
144209,Dandoh BO,Hoshiarpur,Punjab,31.10844,74.95121
144210,Chak Ladhian BO,Hoshiarpur,Punjab,31.2443,75.59684
144211,Hoshiarpur Kalota BO,Hoshiarpur,Punjab,31.59636,75.85097
144212,Kandhala Sheikhan BO,Hoshiarpur,Punjab,31.55091,75.8334
144213,Fatehpur Bhattlan BO,Hoshiarpur,Punjab,31.8165,75.67941
144214,Baja Chak BO,Hoshiarpur,Punjab,30.99686,75.33418
144216,Rajwal BO,Hoshiarpur,Punjab,31.54946,75.50531
144221,Seeprian BO,Hoshiarpur,Punjab,31.61209,75.64559
144222,Handwal BO,Hoshiarpur,Punjab,31.65418,75.55626
144223,Behlakhan BO,Hoshiarpur,Punjab,31.21243,75.03004
144224,Bhater BO,Hoshiarpur,Punjab,29.80502,76.97594
144301,Naugajja BO,Jalandhar,Punjab,31.4357,75.6515
144302,Dolike Sunderpur BO,Jalandhar,Punjab,31.13973,75.28219
144303,Jallowal BO,Jalandhar,Punjab,31.44015,75.6483
144305,Safdarpur BO,Hoshiarpur,Punjab,31.34095,74.97208
144306,Behbalmanj BO,Hoshiarpur,Punjab,31.89854,75.76939
144311,Rorkee BO,Jalandhar,Punjab,31.59881,75.33605
144401,Phagwara HO,Kapurthala,Punjab,31.24035,75.71367
144402,Sangatpur BO,Kapurthala,Punjab,31.2217,75.7582
144403,Barn BO,Kapurthala,Punjab,31.2816,75.74275
144404,Phuglana BO,Hoshiarpur,Punjab,31.41186,75.70489
144405,Narur SO,Kapurthala,Punjab,31.42446,75.83157
144406,Dihana BO,Hoshiarpur,Punjab,30.8918,75.66485
144407,Rehana Jattan BO,Kapurthala,Punjab,31.31413,75.79059
144408,PANCHHAT SO,Kapurthala,Punjab,31.34888,75.86886
144409,Paddi Jagir BO,Jalandhar,Punjab,31.09409,75.76919
144410,Kadiana BO,Jalandhar,Punjab,31.02807,75.81124
144411,Chiheru BO,Kapurthala,Punjab,31.23737,75.72711
144415,Lassara SO,Shahid Bhagat Singh Nagar,Punjab,31.24969,75.53628
144416,Massani BO,Jalandhar,Punjab,31.08327,75.87974
144417,Phambra BO,Shahid Bhagat Singh Nagar,Punjab,31.06835,76.00094
144418,Chak Desraj BO,Jalandhar,Punjab,31.12098,75.89188
144419,Thalla BO,Jalandhar,Punjab,31.05831,75.87428
144421,Ghataron BO,Shahid Bhagat Singh Nagar,Punjab,31.10294,76.03718
144422,Urapar SO,Shahid Bhagat Singh Nagar,Punjab,31.05229,75.96293
144501,Jasso Mazara BO,Shahid Bhagat Singh Nagar,Punjab,31.19345,75.8497
144502,Dhandwar BO,Jalandhar,Punjab,31.16139,75.87658
144503,Katarian BO,Shahid Bhagat Singh Nagar,Punjab,31.22644,75.88654
144504,Chak Ramu BO,Shahid Bhagat Singh Nagar,Punjab,31.2162,75.87691
144505,Baharowal BO,Shahid Bhagat Singh Nagar,Punjab,31.19195,75.94687
144506,Sujjon BO,Shahid Bhagat Singh Nagar,Punjab,31.19032,76.0053
144507,Hakimpur BO,Shahid Bhagat Singh Nagar,Punjab,31.11973,75.95467
144508,Malpur BO,Shahid Bhagat Singh Nagar,Punjab,31.27275,75.73512
144509,Khankhana SO,Shahid Bhagat Singh Nagar,Punjab,31.15403,75.96224
144510,Paddi Matwali BO,Shahid Bhagat Singh Nagar,Punjab,31.21461,76.0233
144511,Majara Nau Abad BO,Shahid Bhagat Singh Nagar,Punjab,31.19099,76.06405
144512,Kahma SO,Shahid Bhagat Singh Nagar,Punjab,31.16297,76.09266
144513,Kamam BO,Shahid Bhagat Singh Nagar,Punjab,31.17579,75.98842
144514,Barnala Kalan BO,Shahid Bhagat Singh Nagar,Punjab,31.15108,76.14824
144515,Dhangerpur BO,Shahid Bhagat Singh Nagar,Punjab,31.06721,76.20313
144516,Sanawa BO,Shahid Bhagat Singh Nagar,Punjab,31.10427,76.16821
144517,Rahon SO,Shahid Bhagat Singh Nagar,Punjab,31.09211,76.03559
144518,Bazidpur BO,Shahid Bhagat Singh Nagar,Punjab,31.04818,76.057
144519,Thinda BO,Hoshiarpur,Punjab,31.46885,75.60543
144520,Aiman Jattan BO,Hoshiarpur,Punjab,31.10231,75.66938
144521,Mehatpur Oladini BO,Shahid Bhagat Singh Nagar,Punjab,31.22299,75.67608
144522,Banah BO,Shahid Bhagat Singh Nagar,Punjab,31.18988,75.83029
144523,Kalewal BO,Hoshiarpur,Punjab,31.33786,75.61254
144524,Saroa SO,Shahid Bhagat Singh Nagar,Punjab,30.92329,75.40037
144525,Makhoopur BO,Shahid Bhagat Singh Nagar,Punjab,31.14616,75.57587
144526,Chinkoa BO,Shahid Bhagat Singh Nagar,Punjab,31.21655,75.60323
144527,Denowal Kalan BO,Hoshiarpur,Punjab,31.18224,75.06989
144528,Padrana BO,Hoshiarpur,Punjab,31.27568,75.56464
144529,Jassowal BO,Hoshiarpur,Punjab,31.18582,75.63391
144530,Jaijon SO,Hoshiarpur,Punjab,31.46548,75.89575
144531,Kitna BO,Hoshiarpur,Punjab,30.98603,75.5369
144532,Panam BO,Hoshiarpur,Punjab,31.29406,75.60119
144533,Rel B.O,Shahid Bhagat Singh Nagar,Punjab,31.51596,75.904
144601,Kapurthala HO,Kapurthala,Punjab,31.34968,75.34796
144602,RAIL COACH FACTORY KAPURTHALA SO,Kapurthala,Punjab,31.34831,75.41814
144603,Wadala Kalan BO,Kapurthala,Punjab,31.34221,75.39317
144606,Khiranwali BO,Kapurthala,Punjab,31.37241,75.31437
144620,Dadwindi BO,Kapurthala,Punjab,31.30128,75.49028
144621,Begowal SO,Kapurthala,Punjab,31.58461,75.51884
144622,Bholath SO,Kapurthala,Punjab,31.5035,75.53478
144623,Talwandi Saleem BO,Jalandhar,Punjab,31.30908,75.39802
144624,Raipur Arryan BO,Kapurthala,Punjab,31.54171,75.45143
144625,Sandhu Chatha BO,Kapurthala,Punjab,31.22238,75.90248
144626,Sherpur Dona BO,Kapurthala,Punjab,31.20158,75.20982
144628,Nasirpur BO,Kapurthala,Punjab,31.46033,75.3002
144629,Bara Jodh Singh BO,Jalandhar,Punjab,31.18,75.49205
144630,Gohir BO,Jalandhar,Punjab,31.21789,75.57359
144631,Nangal Lubana SO,Kapurthala,Punjab,31.61311,75.45184
144632,Mehli BO,Shahid Bhagat Singh Nagar,Punjab,31.20343,75.76629
144633,Dhanipind BO,Jalandhar,Punjab,31.18249,75.69027
144701,Nihaluwal BO,Jalandhar,Punjab,31.20442,75.43536
144702,Sindher BO,Jalandhar,Punjab,31.22414,75.32937
144703,Sadiqpur BO,Jalandhar,Punjab,31.57477,75.58792
144801,Kartarpur SO,Jalandhar,Punjab,31.39542,75.42134
144802,Muddowal BO,Kapurthala,Punjab,31.45745,75.36476
144803,Dialpur SO,Jalandhar,Punjab,31.2716,75.68808
144804,Dhaliwal Bet BO,Kapurthala,Punjab,31.48177,75.40885
144805,CRPF Campus Sarai Khas SO,Jalandhar,Punjab,31.39751,75.41192
144806,Pattar Kalan SO,Jalandhar,Punjab,31.3322,75.5474
144819,Raipur Pir Bux Wala,Kapurthala,Punjab,31.57716,75.4426
145001,Chakkar BO,Pathankot,Punjab,32.26499,75.65483
145002,Jugial Road Dharkalan S.O,Gurdaspur,Punjab,32.40986,75.79906
145022,Lehroon BO,Pathankot,Punjab,32.40087,75.81242
145023,Ferozepur Kalan BO,Pathankot,Punjab,32.31844,75.63876
145024,Tharial BO,Pathankot,Punjab,32.3522,75.6083
145025,Bharoli BO,Pathankot,Punjab,32.23672,75.56105
145026,Datial BO,Pathankot,Punjab,32.26248,75.45658
145027,Janial BO,Pathankot,Punjab,32.3095,75.51801
145029,Kot BO,Pathankot,Punjab,32.35888,74.61341
145101,Ghiala BO,Pathankot,Punjab,32.13804,75.61883
146001,Hoshiarpur HO,Hoshiarpur,Punjab,31.49594,75.85041
146021,Bassi Gulam Hussain BO,Hoshiarpur,Punjab,31.34146,75.56572
146022,Fatehgarh Niara BO,Hoshiarpur,Punjab,31.243,75.24289
146023,Bajwara SO,Hoshiarpur,Punjab,31.33377,75.49478
