pincode,area,district,state,lat,lon
686583,Punnathura BO,Kottayam,Kerala,12.63069,76.49229
686584,Chempilavu BO,Kottayam,Kerala,10.12903,76.46253
686585,Chengalam SO,Kottayam,Kerala,9.62516,76.69923
686586,Moonnilavu SO,Kottayam,Kerala,11.50833,76.47646
686587,Vayala SO,Kottayam,Kerala,11.50384,76.42433
686601,Neendoor SO,Kottayam,Kerala,12.63953,76.50563
686602,Onamthuruthu BO,Kottayam,Kerala,12.62984,76.50717
686603,Chamakala BO,Kottayam,Kerala,9.7474,76.4575
686604,Arunoottimangalam BO,Kottayam,Kerala,11.54119,76.51316
686605,Edavattom BO,Kottayam,Kerala,11.7179,76.44912
686606,Thirumani Venkita Puram SO,Kottayam,Kerala,11.67497,76.4016
686607,Thalayazham SO,Kottayam,Kerala,11.67168,76.42304
686608,Chempu BO,Kottayam,Kerala,9.80173,76.39523
686609,Mevelloor SO,Kottayam,Kerala,9.83275,76.45482
686610,Karikode BO,Kottayam,Kerala,11.74693,76.52407
686611,Perumthuruth BO,Kottayam,Kerala,12.68198,76.5205
686612,Kattampack BO,Kottayam,Kerala,12.12405,76.53349
686613,Kappumthala BO,Kottayam,Kerala,9.80744,76.5281
686616,Newsprint Nagar SO,Kottayam,Kerala,9.83178,76.46878
686630,Thellakom SO,Kottayam,Kerala,9.64623,76.54874
686631,Pattithanam BO,Kottayam,Kerala,12.63135,76.55874
686632,Kanakari SO,Kottayam,Kerala,9.68018,76.55529
686633,Mannackanad BO,Kottayam,Kerala,12.22035,76.55954
686634,Kurichithanam BO,Kottayam,Kerala,12.6612,76.57195
686635,Palakkattumala BO,Kottayam,Kerala,12.64963,76.57222
686636,Monippally SO,Kottayam,Kerala,13.25111,76.56238
686637,Peroor SO,Kottayam,Kerala,9.64438,76.56561
686651,Alanad BO,Kottayam,Kerala,12.22091,76.54931
686652,Konipad BO,Kottayam,Kerala,9.77225,76.75914
686653,Kadanad Meenachil SO,Kottayam,Kerala,9.77717,76.7027
686661,Muvattupuzha HO,Ernakulam,Kerala,9.98014,76.58046
686662,Thirumarady BO,Ernakulam,Kerala,9.87821,76.58352
686663,Kizhmuri BO,Ernakulam,Kerala,9.93664,76.49175
686664,Manidu BO,Ernakulam,Kerala,9.89982,76.4791
686665,Perumbadavam BO,Ernakulam,Kerala,9.83201,76.54483
686666,Kothamangalam College SO,Ernakulam,Kerala,10.05558,76.61773
686667,North Piramadom BO,Ernakulam,Kerala,9.90546,76.5263
686668,Kaloor BO,Ernakulam,Kerala,9.97253,76.68061
686669,Mazhuvannoor BO,Ernakulam,Kerala,10.0102,76.52066
686670,Avoly BO,Ernakulam,Kerala,9.94315,76.65311
686671,Kadavoor BO,Ernakulam,Kerala,10.01363,76.69492
686672,Meenkunnam BO,Ernakulam,Kerala,9.92276,76.60181
686673,Nirmala BO,Ernakulam,Kerala,9.99212,76.58593
686681,Bhoothathankettu BO,Ernakulam,Kerala,10.13539,76.71085
686691,Cheruvattoor BO,Ernakulam,Kerala,10.11015,76.55773
686692,Kottappady BO,Ernakulam,Kerala,10.10568,76.60151
686693,Neriamangalam BO,Ernakulam,Kerala,10.04938,76.73228
688001,Alappuzha HO,Alappuzha,Kerala,9.49602,76.33318
688002,Thiruvampady Junction SO,Alappuzha,Kerala,9.4883,76.33406
688003,Vadackal BO,Alappuzha,Kerala,9.33054,76.26641
688004,Punnapra SO,Alappuzha,Kerala,9.41931,76.33531
688005,Kakkazhom BO,Alappuzha,Kerala,9.40162,76.36389
688006,Kottankulangara BO,Alappuzha,Kerala,9.53988,76.35843
688007,Kommady Ward BO,Alappuzha,Kerala,9.51117,76.32757
688008,Thumpoly SO,Alappuzha,Kerala,9.52954,76.31307
688009,Pazhaveedu SO,Alappuzha,Kerala,9.45548,76.36373
688011,Chungom BO,Alappuzha,Kerala,9.87576,76.25528
688013,Thondankulangara SO,Alappuzha,Kerala,9.50419,76.34276
688014,Punnapra North SO,Alappuzha,Kerala,9.45719,76.33464
688051,Nodal Delivery Centre Alappuzha,Na,Na,9.49673,76.336
688501,Kuttamangalam BO,Alappuzha,Kerala,9.48384,76.3921
688502,Moncombu SO,Alappuzha,Kerala,9.44858,76.42148
688503,Nedumudy BO,Alappuzha,Kerala,9.44292,76.41345
688504,Kayalpuram BO,Alappuzha,Kerala,9.4521,76.44087
688505,Champakulam SO,Alappuzha,Kerala,9.41208,76.40438
688506,Cherukara Kuttanad BO,Alappuzha,Kerala,9.47927,76.46975
688521,Pathirappally SO,Alappuzha,Kerala,9.53814,76.33228
688522,Kalavoor SO,Alappuzha,Kerala,9.54764,76.32002
688523,PONNITTUSSERY,Na,Na,9.60472,76.32183
688524,Cherthala HO,Alappuzha,Kerala,9.69266,76.33456
688525,Muhamma SO,Alappuzha,Kerala,9.60499,76.35916
688526,Manappuram BO,Alappuzha,Kerala,9.80103,76.34717
688527,Kannankara BO,Alappuzha,Kerala,9.66133,76.3735
688528,Thycattussery SO,Alappuzha,Kerala,9.77442,76.33892
688529,Kadakkarapally SO,Alappuzha,Kerala,9.71506,76.30308
688530,Thaickal BO,Alappuzha,Kerala,9.65625,76.29498
688531,Andhakaranazhy BO,Alappuzha,Kerala,9.74191,76.30288
688532,Valamangalam BO,Alappuzha,Kerala,9.69965,75.00564
688533,Kuthiathode SO,Alappuzha,Kerala,9.78508,76.30272
688534,Aroor SO,Alappuzha,Kerala,9.4995,76.33819
688535,Arookutty SO,Alappuzha,Kerala,9.86407,76.33102
688536,Vayalar SO,Alappuzha,Kerala,9.72397,76.33986
688537,Chandiroor BO,Alappuzha,Kerala,9.74713,76.3168
688538,Mannancherry SO,Alappuzha,Kerala,9.56886,76.34866
688539,Mayithara Market SO,Alappuzha,Kerala,9.66859,76.33495
688540,Parayakad BO,Alappuzha,Kerala,9.77339,76.29867
688541,Pallippuram SO,Alappuzha,Kerala,9.74763,76.3668
688555,Varanam SO,Alappuzha,Kerala,9.64881,76.36936
688561,Karumady BO,Alappuzha,Kerala,9.32458,76.36903
688562,Kunnumma Thakazhy BO,Alappuzha,Kerala,9.3723,76.41157
688563,THOTTAPPALLY,Alappuzha,Kerala,9.31481,76.39032
688570,Perumbalam SO,Alappuzha,Kerala,9.8355,76.3515
688582,Sreenarayanapuram SO,Alappuzha,Kerala,9.63068,76.3256
689101,Tiruvalla HO,Pathanamthitta,Kerala,9.33447,76.56949
689102,Kallumkal BO,Pathanamthitta,Kerala,9.63105,76.72512
689103,Kuttapuzha SO,Pathanamthitta,Kerala,9.42393,76.59594
689104,Valanjavattom East BO,Pathanamthitta,Kerala,9.49,76.22
689105,Kattode BO,Pathanamthitta,Kerala,9.38414,76.58864
689106,Thengeli BO,Pathanamthitta,Kerala,9.26428,76.78725
689107,Muthoor SO,Pathanamthitta,Kerala,9.4951,76.72875
689108,Peringara SO,Pathanamthitta,Kerala,9.49,76.36
689109,Eramallikkara BO,Alappuzha,Kerala,9.56,76.46
689110,Podiyadi SO,Pathanamthitta,Kerala,9.43569,76.46875
689111,Tiruvalla RS SO,Pathanamthitta,Kerala,9.39,76.57
689112,Amichikary BO,Pathanamthitta,Kerala,9.37655,76.52271
689113,Azhiyadathuchira SO,Pathanamthitta,Kerala,9.39201,76.55185
689115,Thirumoolapuram SO,Pathanamthitta,Kerala,9.43,76.8
689121,Chengannur HO,Alappuzha,Kerala,9.35043,76.70636
689122,Angadical Chengannur SO,Alappuzha,Kerala,9.31077,76.63727
689123,Puthencavu SO,Alappuzha,Kerala,9.32363,76.6342
689124,Mundancavu BO,Alappuzha,Kerala,9.33094,76.59904
689126,Ala SO Alappuzha,Alappuzha,Kerala,9.28488,76.61239
689501,Mannam Sugar Mills BO,Pathanamthitta,Kerala,9.20802,76.62686
689502,Keerukuzhy BO,Pathanamthitta,Kerala,9.24667,76.71333
689503,Ullannur BO,Pathanamthitta,Kerala,9.24558,76.68743
689504,Karakkad SO,Alappuzha,Kerala,9.28411,76.65905
689505,Peringalamulakuzha BO,Alappuzha,Kerala,9.28976,76.63524
689506,Pandanad West BO,Alappuzha,Kerala,9.32692,76.57772
689507,Mezhuveli SO,Pathanamthitta,Kerala,9.7,76.7
689508,Kodukulanji SO,Alappuzha,Kerala,9.27297,76.60344
689509,Venmony SO,Alappuzha,Kerala,9.24629,76.63418
689510,Bhudhanoor BO,Alappuzha,Kerala,9.30513,76.57483
689511,Elanjimel BO,Alappuzha,Kerala,9.27727,76.58436
689512,Kudassanad SO,Alappuzha,Kerala,9.19251,76.67164
689513,Mammoodu BO,Pathanamthitta,Kerala,9.155,76.645
689514,Karithotta BO,Pathanamthitta,Kerala,9.28742,76.6846
689515,Poozhikkad SO,Pathanamthitta,Kerala,9.20267,76.67618
689520,Poomala BO,Alappuzha,Kerala,9.28882,76.61362
689521,Kozhuvallur SO,Alappuzha,Kerala,9.25981,76.63595
689531,Koipuram SO,Pathanamthitta,Kerala,9.34891,76.65392
689532,Edayaramula West BO,Pathanamthitta,Kerala,9.29347,76.70126
689533,Mallappuzhassery BO,Pathanamthitta,Kerala,9.31786,76.68094
689541,Thottabhagom BO,Pathanamthitta,Kerala,9.46215,76.85311
689542,Eraviperoor SO,Pathanamthitta,Kerala,9.37494,76.63331
689543,Madathumbhagom North BO,Pathanamthitta,Kerala,9.39729,76.6483
689544,Narakathanni BO,Pathanamthitta,Kerala,9.40707,76.68134
689545,Kolabhagom BO,Pathanamthitta,Kerala,9.3767,76.69884
689546,Kunnathukara HSC BO,Pathanamthitta,Kerala,9.35037,76.62394
689547,Muttumon BO,Pathanamthitta,Kerala,9.35963,76.65508
689548,Pullad SO,Pathanamthitta,Kerala,9.69545,76.66061
689549,Chirayirambu BO,Pathanamthitta,Kerala,9.34503,76.69543
689550,Kuriannoor SO,Pathanamthitta,Kerala,9.36147,76.7019
689551,Otherawest SO,Pathanamthitta,Kerala,9.35892,76.61488
689571,Neerattupuram SO,Alappuzha,Kerala,9.63,76.93
689572,Thalavady South BO,Alappuzha,Kerala,9.42699,76.49891
689573,Thayamkary BO,Alappuzha,Kerala,9.3665,76.45345
689574,Muttar SO,Alappuzha,Kerala,9.18,76.89
689581,Kunnamthanam SO,Pathanamthitta,Kerala,9.42974,76.61282
689582,Anjilithanam BO,Pathanamthitta,Kerala,9.41459,76.47432
689583,Kallooppara SO,Pathanamthitta,Kerala,9.49,76.67
689584,Mallappally East SO,Pathanamthitta,Kerala,9.44,76.65
689585,Mallappally West SO,Pathanamthitta,Kerala,9.43939,76.6552
689586,Chalappally BO,Pathanamthitta,Kerala,9.41875,76.71608
689587,Padimon BO,Pathanamthitta,Kerala,9.43681,76.67521
689588,Kulathur BO,Pathanamthitta,Kerala,9.84775,77.8919
689589,Nooromavu BO,Pathanamthitta,Kerala,9.63217,76.58524
689590,Veliyanadu North BO,Alappuzha,Kerala,9.57,76.97
689591,Mepral SO,Pathanamthitta,Kerala,9.66,76.93
689592,Perumpatty SO,Pathanamthitta,Kerala,9.37,76.56
689594,Chengaroor SO,Pathanamthitta,Kerala,9.43729,76.62842
689595,Mithrakary BO,Alappuzha,Kerala,9.69114,76.71038
689597,Thuruthicaud SO,Pathanamthitta,Kerala,9.94,76.26
689602,Puthusserry South SO,Pathanamthitta,Kerala,9.37,76.56
689611,Ayroor South SO,Pathanamthitta,Kerala,9.36224,76.72973
689612,Ayroor North SO,Pathanamthitta,Kerala,9.36224,76.72973
689613,Vellayil BO,Pathanamthitta,Kerala,9.38951,76.73162
689614,Edappavoor BO,Pathanamthitta,Kerala,10.05069,78.51128
689615,Kariamplavu BO,Pathanamthitta,Kerala,9.41006,76.7488
689621,Vadakkumbhagom BO,Pathanamthitta,Kerala,9.60392,76.4908
689622,Eramathoor BO,Alappuzha,Kerala,9.31668,76.52623
689623,Kuttemperur SO,Alappuzha,Kerala,9.30069,76.54116
689624,Ennakkad SO,Alappuzha,Kerala,9.28422,76.55694
689625,Thumpamon North BO,Pathanamthitta,Kerala,9.25104,76.71044
689626,Parumala SO,Pathanamthitta,Kerala,9.33,76.36
689627,Melpadom SO,Alappuzha,Kerala,9.32388,76.49583
689641,Kozhencherry College SO,Pathanamthitta,Kerala,9.32791,76.70932
689642,Naranganam North BO,Pathanamthitta,Kerala,9.46667,76.64667
689643,Elanthur East BO,Pathanamthitta,Kerala,9.29,76.68429
689644,Kuzhikala SO,Pathanamthitta,Kerala,9.61,76.83
689645,Pathanamthitta HO,Pathanamthitta,Kerala,9.16214,76.85362
689646,Mallasseri SO,Pathanamthitta,Kerala,9.23511,76.80605
689647,Omallurkla SO,Pathanamthitta,Kerala,9.24233,76.75443
689648,Vallicode BO,Pathanamthitta,Kerala,9.3525,76.8
689649,Kadammanitta SO,Pathanamthitta,Kerala,9.44,76.79667
689650,Kattoor Kozhencherry BO,Pathanamthitta,Kerala,9.31,76.87
689652,Punnakkad SO,Pathanamthitta,Kerala,9.0,76.91
689653,Musaliar College BO,Pathanamthitta,Kerala,9.36,76.778
689654,Kozhencherry  Thekkemala SO,Pathanamthitta,Kerala,9.13,76.87
689656,Elappupara BO,Pathanamthitta,Kerala,9.22,76.60667
689661,Kumpalampoika SO,Pathanamthitta,Kerala,9.58,76.74
689662,Pezhumpara BO,Pathanamthitta,Kerala,9.34769,76.93134
689663,Neeliplavu BO,Pathanamthitta,Kerala,9.362,76.93
689664,Thalachira Eram BO,Pathanamthitta,Kerala,9.45,76.81667
689666,Malayalapuzha Thazham SO,Pathanamthitta,Kerala,9.28667,76.82291
689667,Kochukoikkal BO,Pathanamthitta,Kerala,9.355,76.915
689668,Thonniamala BO,Pathanamthitta,Kerala,9.535,76.705
689671,Chengalthadom BO,Pathanamthitta,Kerala,9.245,76.42
689672,Ranny SO,Pathanamthitta,Kerala,9.34923,76.78645
689673,Karikulam BO,Pathanamthitta,Kerala,9.38135,76.79374
689674,Oonnakavu BO,Pathanamthitta,Kerala,9.35857,76.77181
689675,Ettichuvadu SO,Pathanamthitta,Kerala,9.59497,76.851
689676,Makkapuzha SO,Pathanamthitta,Kerala,9.51333,76.61333
689677,Chethackal BO,Pathanamthitta,Kerala,9.41875,76.80304
689678,Mekozhur BO,Pathanamthitta,Kerala,9.30285,76.7959
689691,Kallely BO,Pathanamthitta,Kerala,9.2053,76.81173
689692,Attachakkal BO,Pathanamthitta,Kerala,9.2492,76.872
689693,Murinjakal BO,Pathanamthitta,Kerala,9.27167,76.79
689694,Padam BO,Pathanamthitta,Kerala,9.10333,76.71
689695,Maloor College BO,Kollam,Kerala,9.17752,76.7741
689696,Kamukumcherry BO,Kollam,Kerala,9.13,76.89556
689698,Muthupezhumkal BO,Pathanamthitta,Kerala,9.435,76.79
689699,Manneera BO,Pathanamthitta,Kerala,9.23333,76.75
689711,Adichipuzha BO,Pathanamthitta,Kerala,9.37261,76.85284
690101,Mavelikara HO,Alappuzha,Kerala,9.23669,76.53836
690102,Puthiyacavu BO,Alappuzha,Kerala,9.2548,76.54921
690103,Kandiyoor BO,Alappuzha,Kerala,9.24985,76.51901
690104,Ezhakadavu BO,Alappuzha,Kerala,9.27082,76.53842
690105,Chennithala South BO,Alappuzha,Kerala,9.28076,76.5238
690106,Erezha North BO,Alappuzha,Kerala,9.22192,76.5204
690107,Varenickal BO,Alappuzha,Kerala,9.21304,76.56576
690108,Eravankara BO,Alappuzha,Kerala,9.2463,76.55887
690110,Arunoottimangalam BO,Alappuzha,Kerala,9.23331,76.56687
690112,Ayranikudy SO,Alappuzha,Kerala,9.23155,76.63619
690501,Vallikunnam SO,Alappuzha,Kerala,9.13656,76.58144
690502,Kayangulam HO,Alappuzha,Kerala,9.18067,76.49677
690503,Pallickal SO,Alappuzha,Kerala,9.17417,76.56021
690504,Athikattukulangara BO,Alappuzha,Kerala,9.15861,76.65298
690505,Kannanakuzhy BO,Alappuzha,Kerala,9.16933,76.59837
690506,Muthukulam South SO,Alappuzha,Kerala,9.22013,76.45165
690507,Evur BO,Alappuzha,Kerala,9.23058,76.47676
690508,Pathiyoor BO,Alappuzha,Kerala,9.21161,76.49716
690509,Kallimel BO,Alappuzha,Kerala,9.24906,76.58711
690510,Olakettiambalam SO,Alappuzha,Kerala,9.19258,76.53429
690511,Muttomalleppey SO,Alappuzha,Kerala,9.25533,76.47766
690512,Naduvattom BO,Alappuzha,Kerala,9.27629,76.48393
690513,Akamkudy BO,Alappuzha,Kerala,9.26506,76.46641
690514,Payipad BO,Alappuzha,Kerala,9.30697,76.45798
690515,Arattupuzha North BO,Alappuzha,Kerala,9.25181,76.41249
690516,Karthikappally SO,Alappuzha,Kerala,9.26352,76.43159
690517,Ayaparambu BO,Alappuzha,Kerala,9.32047,76.43633
690518,Karunagappally HO,Kollam,Kerala,9.06,76.54
690519,Mynagappally SO,Kollam,Kerala,9.04326,76.51529
690520,Poruvazhy SO,Kollam,Kerala,9.16,76.595
690521,Pallisserickal BO,Kollam,Kerala,9.03802,76.61791
690522,Thengamom BO,Pathanamthitta,Kerala,9.14,76.7025
690523,Edakulangara BO,Kollam,Kerala,9.0825,76.51391
690524,Thevalakkara SO,Kollam,Kerala,9.345,76.605
690525,Clappana SO,Kollam,Kerala,9.1,76.5
690526,Ochira SO,Kollam,Kerala,9.125,76.525
690527,Puthuppally SO,Alappuzha,Kerala,9.15704,76.49559
690528,Vavvakkavu SO,Kollam,Kerala,9.105,76.51
690529,Pattoor BO,Alappuzha,Kerala,9.20493,76.63382
690530,Thamarakulam SO,Alappuzha,Kerala,9.14464,76.62212
690531,Puthiyavila SO,Alappuzha,Kerala,9.18833,76.46093
690532,Chingoli SO,Alappuzha,Kerala,9.24675,76.45211
690533,Kappil East BO,Alappuzha,Kerala,9.14267,76.5238
690534,Chunakara SO,Alappuzha,Kerala,9.20722,76.60185
690535,Kandallur SO,Alappuzha,Kerala,9.17404,76.45637
690536,Kollaka BO,Kollam,Kerala,9.0375,76.55
690537,Pullikanakku SO,Alappuzha,Kerala,9.17733,76.53087
690538,Perungalam BO,Kollam,Kerala,9.02,76.61
690539,S R P Market SO,Kollam,Kerala,9.05185,76.33208
690540,Karimthottuva BO,Kollam,Kerala,9.21667,76.8
690542,Kuzhithura BO,Kollam,Kerala,9.07667,76.49667
690544,Karunagappally North BO,Kollam,Kerala,9.075,76.53
690546,Amrithapuri SO,Kollam,Kerala,9.09,76.49
690547,Azheekkalthura BO,Kollam,Kerala,9.12502,76.49092
690548,Thamallackal North BO,Alappuzha,Kerala,9.28726,76.42664
690558,Vettiyar BO,Alappuzha,Kerala,9.22885,76.60274
690559,Perungala SO,Alappuzha,Kerala,9.19227,76.51963
690561,Anayadi BO,Kollam,Kerala,9.10667,76.54
690571,Nooranad Sanatorium SO,Alappuzha,Kerala,9.17453,76.62369
690572,Kareelakulangara SO,Alappuzha,Kerala,9.19704,76.49263
690573,Cheriyazheekal BO,Kollam,Kerala,9.04667,76.51
690574,Pavumba BO,Kollam,Kerala,9.115,76.585
691001,Kollam HO,Kollam,Kerala,8.79563,76.52887
691002,Asramom SO,Kollam,Kerala,8.89,76.59
691003,Kavanad SO,Kollam,Kerala,8.91,76.56
691004,Kilikollur SO,Kollam,Kerala,8.895,76.615
691005,T K M College SO,Kollam,Kerala,8.91,76.64
691006,Pallithottam SO,Kollam,Kerala,8.87,76.59
691007,Thangasserry SO,Kollam,Kerala,8.88,76.57
691008,Kadappakada SO,Kollam,Kerala,8.89,76.6
691009,Thevally SO,Kollam,Kerala,8.89,76.58
691010,Mundakkal BO,Kollam,Kerala,8.875,76.61
691011,Eravipuram SO,Kollam,Kerala,8.86,76.625
691012,Thirumullavaram SO,Kollam,Kerala,8.9,76.57
691013,Kollam Cutchery SO,Kollam,Kerala,8.89,76.58
691014,Chandanathope SO,Kollam,Kerala,8.93,76.64
691015,Mangad SO,Kollam,Kerala,8.9,76.62
691016,Thekkevila SO,Kollam,Kerala,8.86,76.61
691019,Uliyakovil SO,Kollam,Kerala,8.9,76.61
691020,Koottikada BO,Kollam,Kerala,8.86,76.64
691021,Ayathil BO,Kollam,Kerala,8.88,76.62
691051,NDC KOLLAM,Na,Na,8.88702,76.59004
691301,Paravur SO Kollam,Kollam,Kerala,8.81,76.67
691302,Bhoothakulam SO,Kollam,Kerala,8.79667,76.68667
691303,Kakkotumoola BO,Kollam,Kerala,8.82667,76.67667
691304,Pullichira SO,Kollam,Kerala,8.85,76.66
691305,Punalur HO,Kollam,Kerala,9.01444,76.92847
691306,Edamulackal BO,Kollam,Kerala,8.91352,76.89549
691307,Urukunnu BO,Kollam,Kerala,9.114,77.0
691308,Kallada Irrigation Project BO,Kollam,Kerala,8.66333,77.13333
691309,Edapalayam BO,Kollam,Kerala,8.95,77.21
691310,Chozhiakode BO,Kollam,Kerala,8.81571,77.16857
691311,Anakulam BO,Kollam,Kerala,8.87606,76.96269
691312,Ayilara BO,Kollam,Kerala,8.93243,76.92858
691319,Thekkumbhagom SO,Kollam,Kerala,8.79,76.67
691322,Narikal BO,Kollam,Kerala,9.2125,76.9
691331,Kakkode BO,Kollam,Kerala,9.07833,76.90833
691332,Punalur Paper Mills SO,Kollam,Kerala,9.02743,76.90844
691333,Areeplachy BO,Kollam,Kerala,8.9861,76.9198
691334,Polachira BO,Kollam,Kerala,8.835,76.69
691500,Peruvelikara BO,Kollam,Kerala,9.02,76.63
691501,Kanjiracode BO,Kollam,Kerala,8.966,76.684
691502,Koduvila BO,Kollam,Kerala,9.0,76.63333
691503,Padappakara BO,Kollam,Kerala,8.985,76.6725
691504,Perumpuzha SO,Kollam,Kerala,8.94,76.68
691505,Irumpanangadu BO,Kollam,Kerala,8.98556,76.72778
691506,Kottarakara HO,Kollam,Kerala,9.0,76.77
691507,Iverkala East BO,Kollam,Kerala,9.04,76.72
691508,Avaneeswaram BO,Kollam,Kerala,9.03664,76.84729
691509,Nedumoncavu BO,Kollam,Kerala,8.942,76.72
691510,Meeyana BO,Kollam,Kerala,8.88,76.77333
691511,Vellimon SO,Kollam,Kerala,8.95,76.645
691512,Muttara BO,Kollam,Kerala,8.95,76.76
691515,Nallila SO,Kollam,Kerala,8.93,76.71
691516,Karingannur SO,Kollam,Kerala,8.87,76.80667
691520,Ummannur BO,Kollam,Kerala,8.93,76.80667
691521,Kulakkadathazham BO,Kollam,Kerala,9.08,76.74
691522,Thekketheri BO,Kollam,Kerala,9.34,76.75333
691523,Adur Kla HO,Pathanamthitta,Kerala,9.15681,76.73042
691524,Marur BO,Pathanamthitta,Kerala,9.29333,76.60667
691525,Parakara BO,Pathanamthitta,Kerala,9.17,76.52333
691526,Thazhathuvadakku BO,Pathanamthitta,Kerala,9.10726,76.76363
691527,Nellikunnam SO,Kollam,Kerala,8.97,76.78
691530,Mannady SO Pathanamthitta,Pathanamthitta,Kerala,9.26428,76.78725
691531,Kizhakketheruvu BO,Kollam,Kerala,8.98714,76.78571
691532,Ambalakkara BO,Kollam,Kerala,8.95,76.845
691533,Cheruvakkal BO,Kollam,Kerala,8.99556,76.79667
691534,Elampazhannur BO,Kollam,Kerala,8.8625,76.8625
691535,Nilamel SO,Kollam,Kerala,8.83,76.87
691536,Edathara BO,Kollam,Kerala,8.82545,76.93
691537,Mailode BO,Kollam,Kerala,8.894,76.766
691538,Kokkad BO,Kollam,Kerala,8.98333,76.85
691540,Veliyam SO,Kollam,Kerala,8.93,76.705
691541,Madathara SO,Kollam,Kerala,8.81667,77.01333
691543,Cherupoika BO,Kollam,Kerala,9.02,76.685
691551,Choorakode BO,Pathanamthitta,Kerala,9.278,76.668
691552,Thuvayur South BO,Pathanamthitta,Kerala,9.17667,76.55333
691553,Puthenambalam BO,Kollam,Kerala,8.89,76.62333
691554,Pazhakulam BO,Pathanamthitta,Kerala,9.15316,76.74641
691555,Angadical South BO,Pathanamthitta,Kerala,9.15,76.7575
691556,Chayalode BO,Pathanamthitta,Kerala,8.81667,76.54
691557,Kura BO,Kollam,Kerala,9.03,76.821
691559,Chithara SO,Kollam,Kerala,8.8125,76.97
691560,Thamarakudy BO,Kollam,Kerala,9.04544,76.78667
691566,Pallickalkottarakara SO,Kollam,Kerala,9.03,76.765
691571,Mylakkadu BO,Kollam,Kerala,8.87,76.68
691572,Chathannur SO,Kollam,Kerala,8.86,76.71
691573,Adichanallur SO,Kollam,Kerala,8.88333,76.72333
691574,Velamannoor BO,Kollam,Kerala,8.81667,76.77333
691576,Nedumpana BO,Kollam,Kerala,8.9,76.69333
691577,Alumoodu BO,Kollam,Kerala,8.90667,76.66333
691578,Chirakkara BO,Kollam,Kerala,8.83,76.74
691579,Uliyanadu BO,Kollam,Kerala,8.8775,76.735
691581,Sakthikulangara SO,Kollam,Kerala,8.92,76.55
691582,Neendakara SO,Kollam,Kerala,8.95,76.535
691583,Edappallycotta BO,Kollam,Kerala,9.0,76.54
691584,Vadakkumbhagom BO,Kollam,Kerala,8.98,76.55
691585,Mukundapuram SO,Kollam,Kerala,8.985,76.56
691589,Umayanallur I E SO,Kollam,Kerala,8.87,76.66
691590,Koivila SO,Kollam,Kerala,8.99,76.58
691601,Kureepuzha BO,Kollam,Kerala,8.945,76.60625
691602,Ashtamudi BO,Kollam,Kerala,8.94667,76.59333
695001,Thiruvananthapuram GPO,Thiruvananthapuram,Kerala,8.49763,76.94885
695002,Karumom BO,Thiruvananthapuram,Kerala,8.46657,76.97457
695003,Kaudiar Square SO,Thiruvananthapuram,Kerala,8.41501,76.76893
695004,Goureesapattom BO,Thiruvananthapuram,Kerala,8.51964,76.9412
695005,Perurkada SO,Thiruvananthapuram,Kerala,8.42954,76.77148
695006,Valiavila BO,Thiruvananthapuram,Kerala,8.50034,77.00164
695007,Thiruvananthapuram  Beach SO,Thiruvananthapuram,Kerala,8.48738,76.90716
695008,Beemapally BO,Thiruvananthapuram,Kerala,8.42437,76.83526
695009,Manacaud SO,Thiruvananthapuram,Kerala,8.47232,76.95487
695010,Sasthamangalam SO,Thiruvananthapuram,Kerala,8.51203,76.97072
695011,Thuruvikkal BO,Thiruvananthapuram,Kerala,8.53195,76.9192
695012,Poojapura HO,Thiruvananthapuram,Kerala,8.42238,76.84437
695013,Cheriyakonni BO,Thiruvananthapuram,Kerala,8.52431,76.99715
695014,Jagathy SO,Thiruvananthapuram,Kerala,8.36396,76.70429
695015,Nalanchira SO,Thiruvananthapuram,Kerala,8.55265,76.93751
695016,Thiruvananthapuram  Engg College SO,Thiruvananthapuram,Kerala,8.54639,76.9046
695017,Sreekaryam SO,Thiruvananthapuram,Kerala,8.55242,76.91536
695018,Pappanamcode SO,Thiruvananthapuram,Kerala,8.47103,76.98
695019,Industrial Estate SO Thiruvananthapuram,Thiruvananthapuram,Kerala,8.47024,76.9896
695020,Nemom SO,Thiruvananthapuram,Kerala,8.44097,77.02528
695021,Karikkakom SO,Thiruvananthapuram,Kerala,8.50833,76.90106
695022,Thiruvananthapuram  ISRO SO,Thiruvananthapuram,Kerala,8.52393,76.8795
